hadis;anjuran;larangan;informasi;kitab
Berbai'atlah kalian kepadaku untuk tidak menyekutukan Allah dengan sesuatu apapun, tidak mencuri, tidak berzina, tidak membunuh anak-anak kalian, tidak membuat kebohongan yang kalian ada-adakan antara tangan dan kaki kalian, tidak bermaksiat dalam perkara yang ma'ruf. Barangsiapa diantara kalian yang memenuhinya maka pahalanya ada pada Allah dan barangsiapa yang melanggar dari hal tersebut lalu Allah menghukumnya di dunia maka itu adalah kafarat baginya, dan barangsiapa yang melanggar dari hal-hal tersebut kemudian Allah menutupinya (tidak menghukumnya di dunia) maka urusannya kembali kepada Allah, jika Dia mau, dimaafkannya atau disiksanya. Maka kami membai'at Beliau untuk perkara-perkara tersebut.;1;1;0;2
Shalat lima kali dalam sehari semalam. Kata orang itu: apakah ada lagi selainnya buatku. Nabi menjawab: Tidak ada kecuali yang thathawu' (sunnat) . Rasulullah berkata: Dan puasa Ramadlan. Orang itu bertanya lagi: Apakah ada lagi selainnya buatku. Rasulullah menjawab: Tidak ada kecuali yang thathawu' (sunnat) . Lalu Rasulullah menyebut: Zakat: Kata orang itu: apakah ada lagi selainnya buatku. Rasulullah menjawab: Tidak ada kecuali yang thathawu' (sunnat) . Thalhah bin 'Ubaidullah berkata: Lalu orang itu pergi sambil berkata: Demi Allah, aku tidak akan menambah atau menguranginya. Maka Rasulullah bersabda: Dia akan beruntung jika jujur menepatinya.;0;0;1;2
"dikeluarkan dari neraka siapa yang mengatakan tidak ada Ilah kecuali Allah dan dalam hatinya ada kebaikan sebesar jemawut. Dan akan dikeluarkan dari neraka siapa yang mengatakan tidak ada ilah kecuali Allah dan dalam hatinya ada kebaikan sebesar biji gandum. Dan akan dikeluarkan dari neraka siapa yang mengatakan tidak ada ilah kecuali Allah dan dalam hatinya ada kebaikan sebesar biji sawi. Abu Abdullah berkata; Aban berkata; Telah menceritakan kepada kami Qotadah Telah menceritakan kepada kami Anas dari Nabi , beliau bersabda. Dan kata iman di dalam hadits ini diganti dengan kata kebaikan.";1;0;1;2
Allah menjamin orang yang keluar (berperang) di jalan-Nya, tidak ada yang mendorongnya keluar kecuali karena iman kepada-Ku dan membenarkan para rasul-Ku untuk mengembalikannya dengan memperoleh pahala atau ghonimah atau memasukkannya ke surga. Kalau seandainya tidak memberatkan umatku tentu aku tidak akan duduk tinggal diam di belakang sariyyah (pasukan khusus) dan tentu aku ingin sekali bila aku terbunuh di jalan Allah lalu aku dihidupkan lagi kemudian terbunuh lagi lalu aku dihidupkan kembali kemudian terbunuh lagi.;0;0;1;2
apakah kamu menghina ibunya? Sesungguhnya kamu masih memiliki (sifat) jahiliyyah. Saudara-saudara kalian adalah tanggungan kalian, Allah telah menjadikan mereka di bawah tangan kalian. Maka siapa yang saudaranya berada di bawah tangannya (tanggungannya) maka jika dia makan berilah makanan seperti yang dia makan, bila dia berpakaian berilah seperti yang dia pakai, janganlah kalian membebani mereka sesuatu yang di luar batas kemampuan mereka. Jika kalian membebani mereka, maka bantulah mereka.;1;1;0;2
"mengiringi jenazah muslim, karena iman dan mengharapkan balasan dan dia selalu bersama jenazah tersebut sampai dishalatkan dan selesai dari penguburannya, maka dia pulang dengan membawa dua qiroth, setiap qiroth setara dengan gunung Uhud. Dan barangsiapa menyolatkannya dan pulang sebelum dikuburkan maka dia pulang membawa satu qiroth. Hadits seperti ini juga diriwayatkan dari Utsman Al Mu`adzin, dia berkata; telah menceritakan kepada kami 'Auf dari Muhammad dari Abu Hurairah dari Nabi .";0;0;1;2
Keluarkan dari neraka siapa yang didalam hatinya ada iman sebesar biji sawi. Maka mereka keluar dari neraka dalam kondisi yang telah menghitam gosong kemudian dimasukkan kedalam sungai hidup atau kehidupan. -Malik ragu. - Lalu mereka tumbuh bersemi seperti tumbuhnya benih di tepi aliran sungai. Tidakkah kamu perhatikan bagaimana dia keluar dengan warna kekuningan.Berkata Wuhaib Telah menceritakan kepada kami 'Amru: Kehidupan. Dan berkata: Sedikit dari kebaikan.;0;0;1;2
"Heraqlius berkata kepadanya: Aku sudah bertanya kepadamu, apakah jumlah mereka bertambah atau berkurang? Maka kamu bertutur bahwa mereka bertambah, dan memang begitulah iman akan terus berkembang hingga sempurna. Dan aku bertanya kepadamu, apakah ada orang yang murtad karena dongkol pada agamanya? Kemudian kamu bertutur; tidak ada, maka begitu juga iman bila sudah tumbuh bersemi dalam hati tidak akan ada yang dongkol kepadanya.";0;0;1;2
Aku diperlihatkan neraka, ternyata kebanyakan penghuninya adalah wanita. Karena mereka sering mengingkari. Ditanyakan: Apakah mereka mengingkari Allah? Beliau bersabda: Mereka mengingkari pemberian suami, mengingkari kebaikan. Seandainya kamu berbuat baik terhadap seseorang dari mereka sepanjang masa, lalu dia melihat satu saja kejelekan darimu maka dia akan berkata: 'aku belum pernah melihat kebaikan sedikitpun darimu.;0;0;1;2
"Seorang muslim adalah orang yang Kaum Muslimin selamat dari lisan dan tangannya, dan seorang Muhajir adalah orang yang meninggalkan apa yang dilarang oleh Allah Abu Abdullah berkata; dan Abu Mu'awiyyah berkata; Telah menceritakan kepada kami Daud, dia adalah anak Ibnu Hind, dari 'Amir berkata; aku mendengar Abdullah, maksudnya ibnu 'Amru, dari Nabi Dan berkata Abdul A'laa dari Daud dari 'Amir dari Abdullah dari Nabi";0;1;1;2
Empat hal bila ada pada seseorang maka dia adalah seorang munafiq tulen, dan barangsiapa yang terdapat pada dirinya satu sifat dari empat hal tersebut maka pada dirinya terdapat sifat nifaq hingga dia meninggalkannya. Yaitu, jika diberi amanat dia khianat, jika berbicara dusta, jika berjanji mengingkari dan jika berseteru curang. Hadits ini diriwayatkan pula oleh Syu'bah dari Al A'masy.;0;0;1;2
Ketika aku tidur, aku bermimpi melihat orang-orang dihadapkan kepadaku. Mereka mengenakan baju, diantaranya ada yang sampai kepada buah dada dan ada yang kurang dari itu. Dan dihadapkan pula kepadaku Umar bin Al Khaththab dan dia mengenakan baju dan menyeretnya. Para sahabat bertanya: Apa maksudnya hal demikian menurut engkau, ya Rasulullah? Beliau menjawab: Ad-Din (agama) .;0;0;1;2
"Semua perbuatan tergantung niatnya, dan (balasan) bagi tiap-tiap orang (tergantung) apa yang diniatkan; barangsiapa niat hijrahnya karena Allah dan Rasul-Nya, maka hijrahnya adalah kepada Allah dan Rasul-Nya. Barangsiapa niat hijrahnya karena dunia yang ingin digapainya atau karena seorang perempuan yang ingin dinikahinya, maka hijrahnya adalah kepada apa dia diniatkan..";0;0;1;2
agama itu mudah, dan tidaklah seseorang mempersulit agama kecuali dia akan dikalahkan (semakin berat dan sulit). Maka berlakulah lurus kalian, mendekatlah (kepada yang benar) dan berilah kabar gembira dan minta tolonglah dengan al Ghadwah (berangkat di awal pagi) dan ar-ruhah (berangkat setelah zhuhur) dan sesuatu dari ad-duljah ((berangkat di waktu malam) .;1;0;1;2
Tiga (perkara) yang apabila ada pada diri seseorang, ia akan mendapatkan manisnya iman: Allah dan Rasul-Nya lebih dicintainya dari selain keduanya. Dan siapa yang bila mencintai seseorang, dia tidak mencintai orang itu kecuali karena Allah 'azza wajalla. Dan siapa yang benci kembali kepada kekufuran seperti dia benci bila dilempar ke neraka.;0;0;1;2
"Aku diperintahkan untuk memerangi manusia hingga mereka bersaksi; tidak ada ilah kecuali Allah dan bahwa sesungguhnya Muhammad adalah utusan Allah, menegakkan shalat, menunaikan zakat. Jika mereka lakukan yang demikian maka mereka telah memelihara darah dan harta mereka dariku kecuali dengan haq Islam dan perhitungan mereka ada pada Allah";1;0;1;2
Jika dua orang muslim saling bertemu (untuk berkelahi) dengan menghunus pedang masing-masing, maka yang terbunuh dan membunuh masuk neraka. aku pun bertanya: Wahai Rasulullah, ini bagi yang membunuh, tapi bagaimana dengan yang terbunuh? Maka Nabi menjawab: Dia juga sebelumnya sangat ingin untuk membunuh temannya.;0;0;1;2
Tiga perkara yang apabila ada pada diri seseorang, ia akan mendapatkan manisnya iman: Dijadikannya Allah dan Rasul-Nya lebih dicintainya dari selain keduanya. Jika ia mencintai seseorang, dia tidak mencintainya kecuali karena Allah. Dan dia benci kembali kepada kekufuran seperti dia benci bila dilempar ke neraka;0;0;1;2
ketika turun ayat: Orang-orang beriman dan tidak mencampur adukkan iman mereka dengan kezhaliman para sahabat Rasulullah bertanya: Siapakah diantara kami yang tidak berbuat zhalim? Maka Allah 'azza wajalla menurunkan (firman-Nya): Sesungguhnya kesyirikan adalah kezhaliman yang besar. (QS. Luqman: 13);0;0;1;2
aku juga akan memberi kepada orang tersebut. Namun aku lebih suka memberi kepada yang lainnya dari pada memberi kepada dia, karena aku takut kalau Allah akan mencampakkannya ke neraka. Yunus, Shalih, Ma'mar dan keponakan Az Zuhri, telah meriwayatkan dari Az Zuhri;0;0;1;2
Aku datang untuk menjelaskan Lailatul Qodar kepada kalian, namun fulan dan fulan saling berdebat sehingga akhirnya diangkat (lailatul qodar), dan semoga menjadi lebih baik buat kalian, maka itu intailah (lailatul qodar) itu pada hari yang ketujuh, enam dan lima .;1;0;1;2
Apabila seorang dari kalian memperbaiki keIslamannya maka dari setiap kebaikan akan ditulis baginya sepuluh (kebaikan) yang serupa hingga tujuh ratus tingkatan, dan setiap satu kejelekan yang dikerjakan akan ditulis satu kejelekan saja yang serupa dengannya.;1;0;1;2
Hampir saja terjadi (suatu zaman) harta seorang muslim yang paling baik adalah kambing yang digembalakannya di puncak gunung dan tempat-tempat terpencil, dia pergi menghindar dengan membawa agamanya disebabkan takut terkena fitnah.;0;0;1;2
tinggalkanlah apa yang tidak kalian sanggupi, demi Allah, Allah tidak akan bosan hingga kalian sendiri yang menjadi bosan, dan agama yang paling dicintai-Nya adalah apa yang senantiasa dikerjakan secara rutin dan kontinyu.;1;1;1;2
menasehati kepada setiap muslim, maka aku membai'at Beliau untuk perkara itu, dan demi Pemilik Masjid ini, sungguh aku akan selalu memberi nasihat kepada kalian Kemudian dia beristighfar lalu turun dari mimbar.;1;0;1;2
Iman kepada Allah dan Rasul-Nya. Lalu ditanya lagi: Lalu apa? Beliau menjawab: Al Jihad fi sabilillah (berperang di jalan Allah). Lalu ditanya lagi: Kemudian apa lagi? Jawab Beliau : haji mabrur.;0;0;1;2
"Islam dibangun diatas lima (landasan); persaksian tidak ada ilah selain Allah dan sesungguhnya Muhammad utusan Allah, mendirikan shalat, menunaikan zakat, haji dan puasa Ramadlan.";0;0;1;2
tidaklah kamu menafkahkan suatu nafkah yang dimaksudkan mengharap wajah Allah kecuali kamu akan diberi pahala termasuk sesuatu yang kamu suapkan ke mulut istrimu.;0;1;1;2
Kami tahu hari tersebut dan dimana tempat diturunkannya ayat tersebut kepada Nabi , yaitu pada hari Jum'at ketika Beliau berada di 'Arafah.;0;0;1;2
Tidaklah beriman seseorang dari kalian sehingga dia mencintai untuk saudaranya sebagaimana dia mencintai untuk dirinya sendiri.;0;0;1;2
Tidaklah beriman seorang dari kalian hingga aku lebih dicintainya daripada orang tuanya, anaknya dan dari manusia seluruhnya.;0;0;1;2
Barangsiapa menegakkan lailatul qodar karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu.;1;0;1;2
"Tanda-tanda munafiq ada tiga; jika berbicara dusta, jika berjanji mengingkari dan jika diberi amanat dia khianat.";0;0;1;2
Barangsiapa menegakkan Ramadlan karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu.;0;0;1;2
Aku telah membai'at Rasulullah untuk menegakkan shalat, menunaikan zakat dan menasehati kepada setiap muslim.;1;0;1;2
Barangsiapa yang berpuasa karena iman dan mengharap pahala, maka diampuni dosa-dosanya yang telah lalu.;0;0;1;2
Apabila seseorang memberi nafkah untuk keluarganya dengan niat mengharap pahala maka baginya Sedekah.;0;0;1;2
tidaklah beriman seorang dari kalian hingga aku lebih dicintainya daripada orang tuanya dan anaknya.;0;0;1;2
Kamu memberi makan, mengucapkan salam kepada orang yang kamu kenal dan yang tidak kamu kenal.;1;0;1;2
Sesungguhnya yang paling taqwa dan paling mengerti tentang Allah diantara kalian adalah aku.;0;0;1;2
Kamu memberi makan dan memberi salam kepada orang yang kamu kenal dan yang tidak kamu kenal.;0;0;1;2
Tanda iman adalah mencintai (kaum) Anshar dan tanda nifaq adalah membenci (kaum) Anshar.;0;0;1;2
Iman memiliki lebih dari enam puluh cabang, dan malu adalah bagian dari iman.;0;0;1;2
Tinggalkanlah dia, karena sesungguhnya malu adalah bagian dari iman.;0;1;1;2
mencerca orang muslim adalah fasiq dan memeranginya adalah kufur.;0;0;1;2
Siapa yang Kaum Muslimin selamat dari lisan dan tangannya.;0;0;1;2
